"handle","followers","following","retweet"
"Suomigirl987",331,72,false
"xoccxi",594,1851,false
"PlantSci_UoB",480,151,false
"nagisakee",3254,991,false
"BrendaM74687049",36,115,false
"HoleDeal",255,431,false
"toldbyanidiot93",6746,1548,false
"l_georgieva",39,111,false
"BeMyHealth",1603,106,false
"jenidraper",1291,1412,false
"LMcKelvey",2590,3026,false
"dilraj5k",23,55,false
"TwitManoj9",2600,4428,false
"KLNeve",187,400,false"handle","followers","following","retweet"
"memeologist101",101,727,false
"memeologist101",101,727,false
"jvbrockmann",25,122,false
"spozgay",26,90,false
"adelyn_king",420,2648,false
"AdsRepay",260,292,false
"Floatinglonewa1",128,330,false
"Unscripted18",43,89,false
"TheIdiom1",230,11,false
"Xolroy",1237,606,false
"bwinxx",11,15,false
"RT_Himachal",4093,5,false
"BanBanjara",10,0,false
"MajorBae",4795,5004,false
"MrHorror",24244,13023,false
"Glass1ncision",1852,1341,false
"shirley_harman",120,293,false
"KyleHamstra",8635,8569,false
"BigDaddyCaddy3",449,1228,false
"LorenLovesYouu",1530,1093,false
"wholewheatgirl",1047,633,false
"NessieKnows",140,212,false
"RS_au",365,137,false
"kalyankeo",842,369,false
"EPinoccio",145,410,false
"KathyEastCoast",3741,2790,false
"Taieb_Bot",892,1,false
"iprashanth_",990,1397,false
"annreynolds988",1698,1876,false
"IrmaRaste",12064,11303,false
"porterportfolio",144,282,false
"Arcange52536129",133,35,false
"Mr_Kamsa_T",378,416,false
"drivemycarr1",10,276,false
"ezequiels",90,182,false
"TEDxBayArea",4692,2731,false
"Bec_Carman",5753,6323,false
"Vegan4Animal",5329,635,false
"glfceo",11941,7498,false
"vapassage",367,435,false
"thecountdownpc",14486,11206,false
"from1791",2048,1843,false
"GcdzUI7PXksUAwX",1812,4371,false
"ZAJ_ENT",304,357,false
"alsmith2050",8073,7759,false
"e_j_hayes",398,170,false
"KristineElezaj",5324,141,false
"SiobhanLeachman",3191,2058,false
"mindoverlatte",328,209,false
"Idaho2Fly",97,114,false
"ZaneRyland",3571,4995,false
"EHinesPhD",1613,1461,false
"ruqiyuuuh",62,65,false
"Sophwoolley",1206,1355,false
"SWNY315",713,1971,false
"rinse001",4930,5706,false
"marie_cooper",1705,1723,false
"CentierBank",1325,570,false
"BotMarathi",1827,1,false
"toddlerandtired",7,74,false
"divineweekly",2221,2255,false
"djksar",2681,4568,false
"YoMarathi",1213,1,false
"EVOXTelevision",1261,1571,false
"DominickAlbano3",2799,2743,false
"sebbourguignon",38361,5933,false
"ErickEsteban",1374,929,false
"bocahngapakya",8312,8233,false
"mattsohl",920,269,false
"CompositesWrld",6015,370,false
"wudelbolong",5257,7316,false
"Wantshes",25,184,false
"ChrisAikens1",48,74,false
"Wantshes",25,184,false
"BioPQQ",288,1035,false
"ssaurel",5978,5942,false
"jezzy_01",3654,4237,false
"WhatsUpNextPod",14,141,false
"BreathealerGel",19,36,false
"Vidheymaan",208,1104,false
"SweetStephanie7",4036,2950,false
"CapeCodBars",450,331,false
"petiquepets",256,574,false
"Sunshiinegal",1398,2428,false
"1Juan419",339,641,false
"BujoJournal",43,0,false
"elynchfitnut",25,108,false
"lennonbus",11790,1457,false
"MarketingMind_",6677,47,false
"KTLuzio",523,312,false
"Jayenkai",2639,3121,false
"Just_Psychology",1297,1350,false
"deleayobankole",840,742,false
"deleayobankole",840,742,false
"chris_mccrossan",7,45,false
"treesnick",5700,6291,false
"FinlayDave",3323,3158,false
"sandy_moon2003",553,503,false
"OfficialLinette",114,201,false
